no,date_post,username,tweet,klasifikasi
99,2023-02-28 13:11:39 SE Asia Standard Time,telurkucing_,Perkembangan AI makin gila aja,Negatif
100,2023-02-27 23:56:33 SE Asia Standard Time,muldanitiyas,"@officialvpc Cik saha nu daek nyulik si ezra, pang kerem keun di gudang, nu lain mh di latih ku pelatih alus th langsung berkembang ai si ezra anger we eweuh perkembangan",error
101,2023-02-27 20:30:26 SE Asia Standard Time,cancergirls1607,"Seiring dengan kemajuan teknologi, momentum perkembangan transformasi digital menghadirkan peluang yang besar bagi industri pers, salah satunya melalui teknologi Artificial Intelligence (AI) @kemkominfo",Positif
102,2023-02-27 13:07:17 SE Asia Standard Time,desetiawann,"Dan salah satunya adalah disrupsi teknologi AI dengan hadirnya ChatGPT. Kita tidak bisa dgn begitu kolot menolak perkembangan teknologi. Namun, kita memiliki power untuk meregulasi terkait pemanfaatan penggunaan teknologi tersebut.",Netral
103,2023-02-27 10:23:51 SE Asia Standard Time,akhiixx,"@realmeindonesia gua males balas chat kalo lagi nonton astronomi, evolusi, perkembangan teknologi Ai dan teknologi masa depan lainnya.",Negatif
104,2023-02-26 22:12:21 SE Asia Standard Time,nurfayeed,"Gw udah mantau perkembangan AI dari tahun lalu tapi tahun ini tuh bener-bener pesat banget yak perkembangannya padahal baru awal tahun loh. Kayak tadi aja, abis liat model-model IG yang di generate sama AI, asli ga ada bedanya sama orang beneran",Positif
105,2023-02-26 13:30:16 SE Asia Standard Time,agussuparno,Global AI Community adalah komunitas pegiat AI dari seluruh dunia. Awal tahun ini mengadakan event serentak seluruh dunia yg diberi nama Global AI Bootcamp yaitu event yg akan mengupas tentang perkembangan AI di dunia. Yang diselenggarakan tgl 2-4 Maret 2023.  https://t.co/U6XWwNsYFH,Netral
106,2023-02-26 13:28:13 SE Asia Standard Time,kerupuktikar," https://t.co/HBUpM5JnBr  awal perkembangan AI dimulai tahun 1952 - 1969, dan secara dramatis openai lgsg break the ground. banyak influencer atau blogger and even news writer yang mengatakan ""pekerjaan yg hilang krn ai""",Negatif
107,2023-02-26 10:48:01 SE Asia Standard Time,blueaditiya,"Copywriter vs AI : 10 alasan mengapa AI Writing Tool Tidak Akan Menggantikan Copywriter  Selamat datang di dunia tulisan! Seiring dengan perkembangan teknologi, kehadiran AI Writing Tool semakin terasa di industri tulisan.    https://t.co/M4zJKD61Ky",Positif
108,2023-02-26 07:43:23 SE Asia Standard Time,yudisdwiko,"Perkembangan AI yg mulai menggeser peran manusia ini  mencemaskan sik. Gw ngebayangin, 10 thn lagi mungkin hampir semua bidang pekerjaan bakal mengandalkannya. Gimana nanti 100 thn atau 1000 thn ke depan?",Negatif
109,2023-02-25 20:00:02 SE Asia Standard Time,501awani,Perkembangan teknologi AI kebelakangan ini menimbulkan persoalan sejauh mana teknologi itu boleh mengubah ekosistem pekerjaan di seluruh dunia? Adakah hasil produktiviti dan kreativiti AI boleh menyaingi kemampuan guna tenaga kerja manusia?  https://t.co/hFCpg76j6x,Netral
110,2023-02-25 18:53:46 SE Asia Standard Time,501awani,Perkembangan teknologi AI kebelakangan ini menimbulkan persoalan sejauh mana teknologi itu boleh mengubah ekosistem pekerjaan di seluruh dunia? Adakah hasil produktiviti dan kreativiti AI boleh menyaingi kemampuan guna tenaga kerja manusia?  #AWANInews #PantauKerajaanBaharu  https://t.co/yI4gGu4SQ4,Netral
111,2023-02-25 09:03:43 SE Asia Standard Time,detikfinance,"Perkembangan teknologi artificial intelligence (AI) terus berkembang. Saking majunya, sejumlah pekerjaan dipercaya bisa digantikan sistem kecerdasan buatan ini.  https://t.co/6HSdGxVkav",Negatif
112,2023-02-24 20:27:57 SE Asia Standard Time,humaniore,"@liviatoures hahaha 😂 klo kamu malah lebih strict ya livi.  memang bener sih, ngeliat perkembangan AI akhir² ini emang cukup meresahkan 😅 sgala hal skrng mulai keliatan mau di take over sama AI 🤣 aku sebagai seseorang yg develop suatu skill bertahun², greget aja rasanya di balap sama AI 🙃",Negatif
113,2023-02-24 17:44:08 SE Asia Standard Time,minhyungundip,"@jambuaiar dari perkembangan ilmu per abad ka ai, jd dulu pas jamannya masih pake ilmu tradisional, semua pake sistem manual. tp seirinf waktu fokus keilmuan di dunia kedehatan dibagi jd dua; kedokteran dan kesehatan masyarakat. kl ilmu klinis dan rehabilitasi di kedokteran, kl misal preven",error
114,2023-02-24 16:27:04 SE Asia Standard Time,ubayaofficial,"juga kalau nanti jadinya kayak film terminator gimana 🤖  Nah dari pada Mimin overthinking sendirian, kemarin Mimin udah sempet tanya nih sama Ubayatizen, gimana sih tanggapan mereka soal perkembangan AI yang makin canggih ini, yuk kita simak bagaimana tanggapan Ubayatizen!  https://t.co/sFLcRL3nM9",Negatif
115,2023-02-24 16:27:01 SE Asia Standard Time,ubayaofficial,"Hi Ubayatizen,   Perkembangan AI kalau dilihat emang agak ngeri-ngeri sedap 😨 Di satu sisi AI yang makin pinter ini bisa bikin hidup kita jadi jauh lebih mudah karena banyak kerjaan kita yang bisa dibantu sama AI, tapi di sisi lain kalau mereka terlalu pinter kadang jadi takut  https://t.co/8cVzQT2pNC",Netral
116,2023-02-24 16:24:02 SE Asia Standard Time,ppidkotabandung,"[ ARTIFICIAL INTELLIGENCE GRATIS, MEMPERMUDAH PEKERJAAN ]  Halo wargi Bandung..  Seiring perkembangan teknologi, kita dikenalkan dengan berbagai produk inovatif untuk membantu kehidupan manusia. Salah satunya berupa artificial intelligence atau yang biasa disingkat AI.  https://t.co/VeEff0Pr0c",Positif
117,2023-02-24 13:03:37 SE Asia Standard Time,ahmedasarlan,"Waduh, hebatnya. Ente yang agnostik KENTUT sekaligus kerja di bidang AI; ngomong-ngomong di lembaga riset mana, Jepang, Rusia, Cina, ayo AS? Kok bisa ketinggalan berita perkembangan riset AI, ya?   Nah itu maksud ane, seandainya error, manusia sebagai penciptanya tentu tak akan",error
118,2023-02-24 07:53:52 SE Asia Standard Time,detikfinance,"Perkembangan teknologi artificial intelligence (AI) terus berkembang. Saking majunya, sejumlah pekerjaan dipercaya bisa digantikan sistem kecerdasan buatan ini.  https://t.co/JXdn6J70zO",Negatif
119,2023-02-23 20:14:46 SE Asia Standard Time,partaisocmed,Si @odingnugruho itu memang ngeyel koyo gathel. Diberi pemahaman yg benar tentang AI malah nuduh kami bapack2 boomer. Melihat dari mentalitasnya yg takut perkembangan teknologi sepertinya justru dialah yg bapack2 boomer.,Negatif
120,2023-02-23 11:34:34 SE Asia Standard Time,businesupdateid,Perkembangan AI Tidak akan Gusur Tenaga Kerja  https://t.co/SVFliLJREC via @Businessupdate.id,Positif
121,2023-02-23 08:46:02 SE Asia Standard Time,kompasekonomi,Benarkah Perkembangan AI Bisa Membuat Jumlah PHK Bertambah?   https://t.co/EnofSqQmfJ,Negatif
122,2023-02-23 08:07:41 SE Asia Standard Time,pak_irv,"@dy_ruu Dan ini nggak terbatas utk ChatGPT aja. Berlaku untuk semua bantuan berbasis AI. Tentu didefiniskan dulu secara umum, apa yg dimaksud dengan ""bantuan AI"" itu.  Sederhana aja policy-nya Mas, karena masih bisa berubah sesuai perkembangan 😊",Netral
123,2023-02-23 05:31:00 SE Asia Standard Time,91011supremacy,"iyaaa bener bangett. aku mah b aja kl ada idol ai debut dll, kan memgikuti perkembangan ya, tp yang skandal datin ni kek tiba-tiba wkwkw sepeerti di luar nalar",error
124,2023-02-22 20:10:33 SE Asia Standard Time,partaisocmed,Wah ternyata pak RT datang bertamu. Kebetulan beliau juga rektor di sebuah universitas yg ingin belajar mengantisipasi perkembangan AI utk menghadapi plagiarisme,Netral
125,2023-02-22 18:25:22 SE Asia Standard Time,ismailfahmi,"Ekosistem digital dalam perpustakaan perguruan tinggi sekarang perlu memperhatikan dan menyikapi perkembangan AI.   Karena tahun ini bisa jadi mulai banyak artikel, tesis dibuat dg bantuan AI. Padahal sering jawabannya ""ngawur"".  https://t.co/k8hJW3iemY",Negatif
126,2023-02-22 18:13:03 SE Asia Standard Time,partaisocmed,@vadhahidayat Memberikan tweet itu hanya mencerminkan ketakutan tergantikan oleh AI. Mending minta baik2 utk dibuatkan thread bagaimana desainer grafis mendapatkan manfaat dari perkembangan AI.,Netral
127,2023-02-22 18:05:44 SE Asia Standard Time,partaisocmed,@vadhahidayat Sama2. Sebaiknya belajar lebih banyak tentang AI agar tidak asbun apalagi baperan dgn perkembangan teknologi,Negatif
128,2023-02-22 18:00:16 SE Asia Standard Time,partaisocmed,Botol! Belajar tentang cara kerja dan cara belajar AI dulu. Jangan asbun gara2 profesi terancam oleh perkembangan teknologi.,Negatif
129,2023-02-22 17:30:32 SE Asia Standard Time,gadgetdivaid,CEO NVIDIA Bakal Bahas Perkembangan Sistem Ai di GTC 2033  https://t.co/jDOplplJai,Netral
130,2023-02-22 17:21:01 SE Asia Standard Time,neucentrix,"Meningkatnya popularitas edge computing, perkembangan teknologi AI dan intelligent monitoring, serta peralihan ke hybrid cloud masih mengambil posisi trending di tahun 2023.  https://t.co/zV3NujL62P",Netral
131,2023-02-22 15:32:58 SE Asia Standard Time,detikinet,#Terpopuler Lima pekerjaan berikut ini terancam oleh perkembangan Artificial Intelligence (AI). Sanggupkah manusia bersaing dengan AI?  https://t.co/I4RwFvvvui,Negatif
132,2023-02-22 15:30:00 SE Asia Standard Time,mayar_id_,"Intip Perkembangan AI Tahun 2050, Drone Jadi Kurir Antar Pesanan Pelanggan?   https://t.co/4pdI7jSOST",Positif
133,2023-02-22 12:30:56 SE Asia Standard Time,genesixvtuber,"Elon Musk mengatakan ""ChatGPT adalah bukti perkembangan AI yang sangat maju, tapi ini juga bisa menjadi sesuatu yang perlu dikhawatirkan di masa depan.""  Jadi bagaimana nih? Apakah AI akan mengambil alih pekerjaan manusia sepenuhnya di masa depan? #GENESIX #AI  https://t.co/ASNAPjxCE5",Negatif
134,2023-02-22 12:22:59 SE Asia Standard Time,odingnugroho,"@PartaiSocmed wakakakak, makin gak jelas, kemarin nuduh saya desainer grafis yg terancam AI. sekarang nuduh anak muda yg takut perkembangan teknologi. besok cap apalagi tum buat org yg coba ngasih tau beda desainer prompt sama desainer grafis? ciri khas boomers banget ya, gak pernah salah 😁",Negatif
135,2023-02-22 12:11:17 SE Asia Standard Time,partaisocmed,Argumentum ad hominem. Kami hanya membuka wawasan baru bagi followers justru kamu yg ngeyelan karena merasa terancam oleh AI. Anak muda kok takut dgn perkembangan teknologi..,Negatif
136,2023-02-22 09:28:38 SE Asia Standard Time,kompascom,"Musk mengatakan ChatGPT sebuah bukti bahwa perkembangan AI bisa sangat maju, saking majunya bisa menjadi sesuatu yang perlu dikhawatirkan.  https://t.co/KB92SIRoHB",Negatif
137,2023-02-21 23:49:09 SE Asia Standard Time,babujanda_,"hmm yg spesial tu media saat ini krna mengikuti perkembangan zaman tu digital png, semua yg kita butuhkan skrg semuanya ada di era digital. aku kurang nangkep maksudnya media yg kyapa ujar km tu nder ai. tp mudahan ai cocok aja, mudahan rezekinya lancar dan sllu sehat, aamiin",Netral
138,2023-02-21 22:08:06 SE Asia Standard Time,sir_luca24,"Kalau u ambil tahu akan perkembangan teknologi  ada 1 Ai ni nmanyaa Chatgdp Yg bkal gantikan tenaga kerjaa especially mereka yg terlibat dlm industry service mcm cikgu, admin, lecture, copywriter, sales marketing and etc",Negatif
139,2023-02-21 17:24:35 SE Asia Standard Time,ubayaofficial,"Hi Ubayatizen,   Perkembangan teknologi AI semakin hari semakin canggih, mulai dari AI yang bisa buat gambar hanya dari teks, sampai AI yang bisa dijadikan asisten pribadi kita 🤖  https://t.co/7tWfokTobf",Positif
140,2023-02-21 15:57:20 SE Asia Standard Time,rayleo130399,"@hyang_wisnu @PlateJohnny @kemkominfo @jokowi momentum perkembangan transformasi digital menghadirkan peluang yang besar bagi industri pers, salah satunya melalui teknologi Artificial Intelligence (AI). @kemkominfo @PlateJohnny",Positif
141,2023-02-21 14:12:27 SE Asia Standard Time,detikinet,Lima pekerjaan berikut ini terancam oleh perkembangan Artificial Intelligence (AI). Sanggupkah manusia bersaing dengan AI?  https://t.co/98uuGUNdc6,Negatif
142,2023-02-21 09:45:51 SE Asia Standard Time,aribaba,"chatbot lebih canggih, efektif.  Ahli etika AI (AI Ethics Expert): Seiring perkembangan AI, etika jadi makin penting. Ahli etika AI akan bantu pastikan pengembangan AI dilakukan dengan etika tepat, dan bahwa penggunaan AI tidak rugikan manusia. #ChatGPT #chatbot #DataAnalytics",Positif
143,2023-02-21 07:08:32 SE Asia Standard Time,iamprasprasetja,@x_gangsaa Salah satu alasannya kita sebagai manusia secara kolektif masih lebih suka interaksi langsung dibandingkan melalui media digital.  Tapi bayangkan perkembangan teknologi AI ini nanti jauh lebih masif dan generasi baru makin terbiasa dengan interaksi digital. 🥶,Netral
144,2023-02-21 06:40:40 SE Asia Standard Time,emaknyadanny,"Not to be that b*tch..tp gw lebih dukung idol yang manusia bukan ai 😬  I mean...buaaanyak banget idol yang kerja keras dan mereka bertalenta, masak ya harus kalah hype sama ai??😬   Bodo amat mau gw d katain gak ikutin perkembangan jaman 😂",Negatif
145,2023-02-20 23:35:12 SE Asia Standard Time,samawach,"Dari kisah tersebut, ada beberapa kegelisahan yg sender rasakan jika di masa depan nanti dunia akan menjadi maju dengan pesatnya perkembangan teknologi Ai. Melemahnya berpikir logis dan analitis yg berujung pada perbudakan oleh Ai itu sendiri",Negatif
146,2023-02-20 19:32:40 SE Asia Standard Time,indahwpu,"Tadi sore ikut guest lecture dan terpukau dg perkembangan riset AI for education.  Sampai ada salah satu peserta tanya ""Bikin gitu kan perlu infrastruktur dan dana, gimana dengan negara yg gak punya itu semua? Apa gak memperlebar kesenjangan?""  Duh, langsung inget negara gw.  https://t.co/3fbvZzSkLA",Positif
147,2023-02-20 19:23:05 SE Asia Standard Time,dyana1908,Watch live stream PlatON Binance Live Show - Perkembangan AI di Indonesia on binance live  https://t.co/Fe1fsGd7ij,error
148,2023-02-20 17:28:07 SE Asia Standard Time,partaisocmed,Sebenarnya materi digital marketing ini sangat kompleks dan membutuhkan skill programing jika mengacu pada cara2 konvensional. Tapi berkat perkembangan AI akhir2 ini digital marketing bisa dilakukan oleh semua orang.,Positif
149,2023-02-20 01:54:09 SE Asia Standard Time,si_parahbanget,"@stanmenfess Karena sekarang gw ditempatin di unit kerja yang berhubungan dg HR, gw tertarik membahas bagaimana perkembangan AI mempengaruhi pasar tenaga kerja dan industri yang ada sekarang. Sok atuh ketuk dm gw nder. Gw dah siapin tulisan panjang buat ngebuang isi kepala gw yg ruwet 😵‍💫",Netral
150,2023-02-18 20:41:39 SE Asia Standard Time,fazzams,"Generative AI ini, terlepas dari aspek moral dan legal, merupakan lompatan besar dalam perkembangan teknologi dalam peradaban manusia.  Menarik liat ke depannya bakal gimana, for better or for worse.",Netral
151,2023-02-18 20:09:36 SE Asia Standard Time,eginamakoe,Perkembangan yang luar biasa dari #ArtificialIntelligence #AI #ChatGPT #dalle2 #Digital #VirtualReality #virtualassistant #virtual,Positif
152,2023-02-18 20:09:35 SE Asia Standard Time,eginamakoe,Mau tidak mau siap tidak siap ya harus bergegas  Perkembangan yang luar biasa dari #ArtificialIntelligence #AI #ChatGPT #dalle2 #Digital #VirtualReality #virtualassistant #virtual,Netral
153,2023-02-18 18:55:13 SE Asia Standard Time,hfrancisko,"Orang luar udh pada ngomongin perkembangan teknologi AI..  Di Konoha khusus nya di warkop pada ngomongin politik, terus bandingin caleg ini itu.. ujung2 nya ngibah.. 🥴🥴",Netral
154,2023-02-18 14:55:14 SE Asia Standard Time,dede_ahmad_,"1. Pekerjaan dan Tenaga Kerja: Kemungkinan akan terjadi perubahan besar dlm jenis pekerjaan yang tersedia, terutama karena perkembangan teknologi seperti kecerdasan buatan (AI) &amp; otomatisasi. Beberapa jenis pekerjaan yang dilakukan oleh manusia saat ini mungkin akan digantikan-",Negatif
155,2023-02-18 08:28:00 SE Asia Standard Time,nclys,"Dari filter muka, ke replacement satu badan full.  Perkembangan AR sejak disusupi AI ini jadi makin seru.",Positif
156,2023-02-17 16:36:13 SE Asia Standard Time,cryptonewsina,Perkembangan teknologi seperti #AI dan #blockchain diharapkan dapat membawa dampak positif pada sektor #kesehatan   Selengkapnya : https://t.co/saGwBmM21E,Positif
157,2023-02-17 14:13:43 SE Asia Standard Time,restingbitch_00,"nah tau negara elo perkembangan teknologinya belum bisa nyampe manipulasi AR AI, gak ada modal gede buat beli konsep musik dan MV dari orang barat, apalagi ngga mgkn adu visual sama hasil operasi plastik, dukung musik dalam negeri, bukannya malah dijelekjelekin #kpop",Negatif
158,2023-02-17 13:29:50 SE Asia Standard Time,diazepam40mg,"prohremer, konten raiter etc pada ketar-ketir liat perkembangan ai, heopipis udah puluhan thn ketawa2 ngangon ai 😀",Negatif
159,2023-02-17 12:55:11 SE Asia Standard Time,arcanablooms,"Sbg orang yg kerja di bidang AI, jujur perkembangan AI ini emang agak2 serem krn beneran bisa menggeser banyak profesi wkwk",Negatif
160,2023-02-17 08:53:57 SE Asia Standard Time,lemhannasri,"Di pertemuan tingkat menteri tersebut, Gubernur Lemhannas RI memaparkan posisi Indonesia tentang perkembangan teknologi AI di ranah militer,  https://t.co/vuW6GpOegv",Netral
161,2023-02-17 01:05:24 SE Asia Standard Time,vnlvnl,Makin hari liat perkembangan ai cukup mengkhawatirkan buat para profesional apalagi yang general,Negatif
162,2023-02-15 22:22:08 SE Asia Standard Time,txtdarigpt,"Terus ikuti perkembangan teknologi AI yang semakin canggih di masa depan! #AI, #Microsoft, #OpenAI, #search,",Positif
163,2023-02-15 22:00:32 SE Asia Standard Time,txtdarigpt,"8/ Meskipun ChatGPT dan GitHub Copilot menjadi contoh perkembangan AI yang canggih, kita juga harus mempertimbangkan etika penggunaannya. Kita tidak boleh mengabaikan pentingnya integritas dalam proses belajar dan bekerja.",Netral
164,2023-02-15 14:44:43 SE Asia Standard Time,fluxindonesia,#POUW $FLUX adalah power utama dalam perkembangan #AI #Metaverse #Web3 masa depan.   Inilah teknologi blockchain yang sesungguhnya 🔥  https://t.co/NJo99ESHNs,Positif
